role,department,resource,resource_sensitivity,hour,is_unusual_time,known_device,location_match,role_resource_match,failed_attempts,request_frequency,credential_valid,previous_behavior_score,risk_score,risk_label
HR Specialist,Engineering,Production Database,4,10.74,0,1,1,1,0,2.27,1,0.883,9.7,LOW
Software Developer,HR,HR Database,3,19.25,0,1,0,1,0,0.13,1,0.635,27.7,LOW
System Administrator,Finance,Admin Panel,4,2.39,1,1,0,0,4,4.56,1,0.289,99.6,HIGH
QA Engineer,HR,HR Database,3,22.73,1,1,0,1,0,9.66,0,0.01,88.7,HIGH
HR Specialist,Product,HR Database,3,15.14,0,0,0,0,1,3.95,1,0.887,80.2,HIGH
Contractor,IT,Production Database,4,15.64,0,0,0,1,0,3.86,1,0.669,50.9,MEDIUM
System Administrator,Finance,HR Database,3,2.95,1,0,1,0,5,6.62,1,0.053,96.1,HIGH
Product Manager,HR,GitHub Project Alpha,1,18.45,0,0,0,0,0,4.55,1,0.919,64.0,MEDIUM
Finance Analyst,Finance,Development Server,2,1.79,1,1,1,0,3,13.67,1,0.162,96.1,HIGH
Software Developer,HR,HR Database,3,18.4,0,0,1,1,0,2.49,1,0.795,25.7,LOW
QA Engineer,HR,Finance System,3,17.55,0,1,1,0,0,3.92,1,0.877,28.7,LOW
DevOps Engineer,Product,Production Database,4,8.74,0,1,1,0,1,3.54,1,0.741,40.5,MEDIUM
Product Manager,Engineering,GitHub Project Alpha,1,2.19,1,0,0,1,4,10.79,1,0.465,100.0,HIGH
HR Specialist,HR,GitHub Project Alpha,1,12.43,0,1,1,0,0,3.03,1,0.645,28.2,LOW
HR Specialist,Product,GitHub Project Alpha,1,22.94,1,1,0,1,2,14.72,1,0.092,90.7,HIGH
Finance Analyst,Finance,GitHub Project Alpha,1,8.38,0,1,1,0,1,0.54,1,0.929,27.9,LOW
QA Engineer,Finance,GitHub Project Alpha,1,3.02,1,0,1,0,5,9.32,1,0.278,98.7,HIGH
HR Specialist,Finance,GitHub Project Alpha,1,8.17,0,1,1,0,0,2.48,1,0.783,25.6,LOW
HR Specialist,IT,Development Server,2,23.28,1,0,1,0,5,10.71,0,0.501,97.8,HIGH
QA Engineer,IT,Production Database,4,15.3,0,1,1,1,0,2.09,1,0.833,9.2,LOW
DevOps Engineer,Finance,Project Management System,1,13.73,0,1,1,1,0,3.2,1,0.904,1.6,LOW
HR Specialist,Product,HR Database,3,10.63,0,1,1,0,0,2.0,1,0.606,33.3,MEDIUM
QA Engineer,IT,Finance System,3,12.79,0,1,1,0,0,3.39,1,0.954,28.0,LOW
Finance Analyst,HR,Production Database,4,10.28,0,1,1,0,0,2.76,1,0.761,32.2,MEDIUM
Finance Analyst,HR,HR Database,3,5.86,1,0,0,1,4,5.61,0,0.017,100.0,HIGH
QA Engineer,IT,HR Database,3,1.01,1,1,0,0,1,10.1,1,0.298,98.0,HIGH
DevOps Engineer,Engineering,Development Server,2,9.83,0,1,1,1,0,2.38,1,0.844,6.0,LOW
QA Engineer,IT,GitHub Project Alpha,1,12.54,0,1,1,0,0,2.45,1,0.818,20.7,LOW
Software Developer,IT,Finance System,3,22.96,1,0,0,0,2,9.13,1,0.509,100.0,HIGH
QA Engineer,IT,Project Management System,1,5.59,1,0,1,1,0,10.76,1,0.037,75.2,HIGH
DevOps Engineer,HR,HR Database,3,0.05,1,0,0,1,5,10.86,1,0.073,100.0,HIGH
QA Engineer,Engineering,Production Database,4,22.37,1,0,0,1,1,14.66,0,0.012,97.8,HIGH
System Administrator,Product,Development Server,2,8.44,0,1,1,0,0,0.43,1,0.835,24.3,LOW
Product Manager,Product,Production Database,4,21.88,1,0,0,0,3,10.73,0,0.51,100.0,HIGH
Contractor,HR,HR Database,3,22.66,1,0,0,1,2,4.74,1,0.44,87.1,HIGH
DevOps Engineer,HR,GitHub Project Alpha,1,18.21,0,1,1,0,0,4.81,1,0.886,26.8,LOW
DevOps Engineer,Engineering,HR Database,3,17.49,0,1,1,0,0,3.65,1,0.738,31.6,MEDIUM
Contractor,Engineering,Development Server,2,11.81,0,1,0,1,0,3.34,1,0.947,26.5,LOW
Product Manager,IT,Development Server,2,10.62,0,1,1,0,0,3.4,1,0.961,27.6,LOW
System Administrator,Engineering,GitHub Project Alpha,1,19.35,0,1,1,1,0,5.0,1,0.772,0.8,LOW
System Administrator,HR,Finance System,3,13.81,0,0,1,0,0,2.32,1,0.659,50.2,MEDIUM
System Administrator,Engineering,HR Database,3,15.1,0,1,1,0,0,2.94,1,0.725,30.7,MEDIUM
Product Manager,HR,Project Management System,1,18.55,0,1,0,1,0,3.97,1,0.909,26.2,LOW
HR Specialist,Engineering,Development Server,2,21.2,1,0,0,1,3,5.98,1,0.085,97.3,HIGH
Contractor,HR,GitHub Project Alpha,1,9.92,0,1,1,0,0,2.96,1,0.619,28.8,LOW
System Administrator,Product,Production Database,4,12.83,0,1,1,0,1,3.29,1,0.628,39.7,MEDIUM
System Administrator,Finance,Admin Panel,4,9.21,0,1,0,0,0,4.83,1,0.727,53.0,MEDIUM
Contractor,Finance,Admin Panel,4,18.14,0,0,1,0,0,0.94,1,0.733,52.6,MEDIUM
System Administrator,Finance,Production Database,4,15.86,0,1,1,0,1,2.19,1,0.939,38.1,MEDIUM
Product Manager,HR,Admin Panel,4,4.72,1,0,1,0,0,11.03,1,0.429,98.6,HIGH
Product Manager,IT,HR Database,3,21.75,1,0,0,0,1,14.72,1,0.329,100.0,HIGH
Product Manager,IT,Development Server,2,15.27,0,1,1,0,0,3.29,1,0.71,29.0,LOW
HR Specialist,IT,Finance System,3,15.27,0,0,0,0,0,2.84,1,0.768,72.1,HIGH
System Administrator,IT,Finance System,3,8.36,0,1,1,0,0,4.94,1,0.781,25.7,LOW
Contractor,Product,HR Database,3,1.89,1,1,1,0,2,3.63,0,0.041,83.3,HIGH
System Administrator,Engineering,Project Management System,1,7.77,0,1,1,1,1,0.8,1,0.862,10.0,LOW
Software Developer,Engineering,Project Management System,1,4.65,1,0,0,1,2,10.76,1,0.284,100.0,HIGH
HR Specialist,Product,Project Management System,1,16.16,0,1,1,1,0,0.5,1,0.612,4.3,LOW
QA Engineer,IT,Finance System,3,23.67,1,0,0,0,4,7.01,1,0.141,100.0,HIGH
Software Developer,HR,Project Management System,1,8.6,0,1,1,1,1,3.87,1,0.661,13.2,LOW
Contractor,HR,Admin Panel,4,7.33,0,1,1,0,0,4.02,1,0.654,30.5,MEDIUM
Software Developer,Finance,Admin Panel,4,13.06,0,1,1,0,0,4.96,1,0.831,29.5,LOW
DevOps Engineer,Product,HR Database,3,3.04,1,1,0,0,3,11.59,1,0.507,100.0,HIGH
DevOps Engineer,Product,GitHub Project Alpha,1,2.65,1,0,0,1,2,6.89,1,0.376,93.1,HIGH
HR Specialist,HR,GitHub Project Alpha,1,9.46,0,1,1,0,0,4.31,1,0.668,26.0,LOW
System Administrator,Product,Production Database,4,12.62,0,0,1,0,0,4.68,1,0.798,51.8,MEDIUM
DevOps Engineer,Product,Development Server,2,18.57,0,1,1,0,1,3.51,1,0.933,30.6,MEDIUM
HR Specialist,HR,Production Database,4,8.68,0,1,1,0,0,2.58,1,0.706,32.3,MEDIUM
Product Manager,Finance,Development Server,2,13.52,0,1,1,0,1,4.47,1,0.662,36.0,MEDIUM
Software Developer,IT,Project Management System,1,11.22,0,1,1,1,0,3.9,1,0.668,7.4,LOW
HR Specialist,Engineering,GitHub Project Alpha,1,11.77,0,0,1,1,1,3.88,1,0.974,32.2,MEDIUM
Finance Analyst,HR,GitHub Project Alpha,1,19.06,0,1,1,0,1,3.48,1,0.641,31.1,MEDIUM
HR Specialist,Engineering,Project Management System,1,1.29,1,1,0,1,3,5.44,1,0.369,73.2,HIGH
Contractor,Product,HR Database,3,17.41,0,1,1,0,0,0.96,1,0.998,27.0,LOW
Software Developer,Engineering,Project Management System,1,14.37,0,1,1,1,1,3.69,1,0.819,10.7,LOW
Product Manager,Product,Admin Panel,4,10.49,0,1,1,0,0,4.79,1,0.824,35.4,MEDIUM
Product Manager,IT,Finance System,3,13.92,0,1,1,0,0,3.89,1,0.794,28.7,LOW
Contractor,Product,Development Server,2,9.8,0,1,1,0,0,2.69,1,0.621,27.7,LOW
HR Specialist,HR,Development Server,2,9.31,0,1,1,0,1,2.65,1,0.986,33.9,MEDIUM
QA Engineer,Engineering,HR Database,3,7.98,0,1,1,0,0,1.98,1,0.696,33.4,MEDIUM
Finance Analyst,Finance,Admin Panel,4,18.41,0,0,1,0,1,0.56,1,0.898,60.8,MEDIUM
Finance Analyst,HR,Development Server,2,23.56,1,0,0,0,0,5.73,1,0.375,86.4,HIGH
Product Manager,Engineering,Admin Panel,4,17.21,0,1,1,0,1,3.76,1,0.761,40.0,MEDIUM
Software Developer,Engineering,Finance System,3,10.43,0,1,1,0,0,1.27,1,0.786,29.5,LOW
Product Manager,IT,GitHub Project Alpha,1,3.33,1,1,0,0,0,13.15,1,0.584,94.4,HIGH
Finance Analyst,HR,Project Management System,1,8.03,0,1,1,1,1,3.17,1,0.676,14.2,LOW
DevOps Engineer,IT,Development Server,2,19.83,0,1,1,0,0,0.23,1,0.93,28.4,LOW
System Administrator,Engineering,HR Database,3,18.88,0,1,1,0,0,2.65,1,0.682,32.9,MEDIUM
DevOps Engineer,IT,Production Database,4,15.62,0,1,1,1,0,0.01,1,0.766,10.0,LOW
HR Specialist,Product,Project Management System,1,19.83,0,1,1,1,0,1.49,1,0.689,6.5,LOW
DevOps Engineer,Engineering,HR Database,3,8.66,0,1,1,0,0,2.53,1,0.643,31.0,MEDIUM
Software Developer,Engineering,GitHub Project Alpha,1,5.33,1,1,0,1,4,5.33,1,0.328,80.9,HIGH
DevOps Engineer,IT,GitHub Project Alpha,1,12.2,0,1,1,0,0,3.57,1,0.984,23.9,LOW
Software Developer,Finance,HR Database,3,19.01,0,0,1,0,1,4.43,1,0.837,54.7,MEDIUM
QA Engineer,Product,Finance System,3,17.28,0,1,1,0,0,3.12,1,0.643,28.9,LOW
Software Developer,HR,HR Database,3,7.98,0,0,1,1,0,1.08,1,0.955,30.5,MEDIUM
Product Manager,IT,Development Server,2,18.06,0,1,1,0,0,3.68,1,0.759,29.6,LOW
Product Manager,Product,HR Database,3,22.61,1,0,0,0,0,5.83,1,0.038,98.0,HIGH
QA Engineer,IT,Project Management System,1,23.83,1,0,1,1,3,6.5,1,0.134,73.8,HIGH
HR Specialist,Finance,Finance System,3,16.85,0,1,1,1,0,0.0,1,0.978,7.8,LOW
QA Engineer,Product,Admin Panel,4,13.5,0,1,1,0,0,3.1,1,0.86,31.2,MEDIUM
QA Engineer,HR,Project Management System,1,3.54,1,1,0,1,0,11.42,1,0.166,78.5,HIGH
QA Engineer,Engineering,Production Database,4,8.41,0,1,1,1,0,3.36,1,0.799,14.0,LOW
QA Engineer,Finance,Project Management System,1,10.96,0,1,0,1,1,0.66,1,0.912,28.7,LOW
DevOps Engineer,Product,GitHub Project Alpha,1,22.2,1,0,0,1,0,9.61,1,0.419,88.4,HIGH
Software Developer,Finance,Production Database,4,23.45,1,0,0,0,2,5.9,1,0.017,99.9,HIGH
QA Engineer,IT,GitHub Project Alpha,1,18.08,0,1,1,0,0,1.01,1,0.767,24.3,LOW
DevOps Engineer,Product,Project Management System,1,21.02,1,0,0,1,4,14.03,1,0.447,99.8,HIGH
Product Manager,Product,HR Database,3,23.6,1,1,0,0,2,10.2,1,0.428,100.0,HIGH
DevOps Engineer,HR,HR Database,3,9.09,0,1,1,1,1,1.19,1,0.702,18.3,LOW
Product Manager,HR,Finance System,3,17.41,0,1,1,0,0,4.23,1,0.941,30.7,MEDIUM
DevOps Engineer,Engineering,Admin Panel,4,10.44,0,1,1,0,0,1.46,1,0.777,34.2,MEDIUM
Finance Analyst,HR,Finance System,3,18.0,0,0,1,0,0,1.68,1,0.744,47.1,MEDIUM
System Administrator,Finance,Admin Panel,4,14.18,0,1,1,0,0,1.18,1,0.778,28.7,LOW
Software Developer,Product,Production Database,4,7.62,0,1,1,0,0,1.88,1,0.981,30.9,MEDIUM
Product Manager,HR,Production Database,4,22.96,1,0,1,0,5,7.56,1,0.345,100.0,HIGH
Contractor,Product,HR Database,3,22.3,1,0,0,0,1,8.14,1,0.276,100.0,HIGH
Finance Analyst,Engineering,GitHub Project Alpha,1,12.34,0,1,1,1,0,3.9,1,0.819,4.5,LOW
HR Specialist,Engineering,Project Management System,1,7.92,0,1,1,1,1,2.95,1,0.653,16.0,LOW
Contractor,Engineering,Admin Panel,4,23.42,1,0,1,0,4,11.78,1,0.304,100.0,HIGH
Finance Analyst,Engineering,Admin Panel,4,13.78,0,1,0,0,0,4.05,1,0.733,54.9,MEDIUM
System Administrator,HR,GitHub Project Alpha,1,19.45,0,1,1,0,0,0.36,1,0.66,22.9,LOW
System Administrator,HR,HR Database,3,16.9,0,1,1,1,0,0.04,1,0.8,11.6,LOW
Contractor,HR,Admin Panel,4,4.6,1,1,1,0,4,14.09,0,0.466,100.0,HIGH
System Administrator,Product,HR Database,3,1.17,1,0,0,0,1,8.58,1,0.551,100.0,HIGH
DevOps Engineer,Finance,HR Database,3,15.88,0,1,1,0,0,1.07,1,0.816,28.7,LOW
System Administrator,IT,HR Database,3,11.07,0,1,1,0,1,1.18,1,0.944,38.7,MEDIUM
Product Manager,Engineering,Project Management System,1,10.03,0,1,1,1,0,0.15,1,0.929,4.6,LOW
System Administrator,HR,HR Database,3,16.1,0,1,1,1,0,4.71,1,0.815,6.7,LOW
System Administrator,HR,GitHub Project Alpha,1,18.8,0,1,1,0,0,4.87,1,0.637,23.3,LOW
System Administrator,Finance,Finance System,3,18.54,0,1,1,1,0,2.62,1,0.902,5.1,LOW
Product Manager,IT,Production Database,4,12.42,0,1,0,1,0,2.85,1,0.834,32.8,MEDIUM
Contractor,IT,HR Database,3,22.34,1,0,0,0,0,7.53,1,0.204,96.3,HIGH
Finance Analyst,Product,Development Server,2,8.94,0,1,1,0,0,3.3,1,0.652,26.0,LOW
Finance Analyst,Finance,Finance System,3,23.27,1,0,0,1,5,13.11,0,0.336,97.3,HIGH
Software Developer,Product,Development Server,2,17.47,0,1,1,0,0,3.93,1,0.878,24.6,LOW
QA Engineer,HR,Production Database,4,23.66,1,1,0,0,3,12.55,1,0.301,100.0,HIGH
System Administrator,Finance,HR Database,3,18.79,0,1,1,0,0,2.91,1,0.671,32.2,MEDIUM
Finance Analyst,Product,Production Database,4,21.84,1,0,0,0,0,6.92,0,0.068,97.9,HIGH
Contractor,Product,Production Database,4,12.07,0,1,1,0,0,3.53,1,0.62,35.0,MEDIUM
Software Developer,HR,Development Server,2,12.64,0,1,1,0,0,3.14,1,0.924,22.2,LOW
HR Specialist,Engineering,GitHub Project Alpha,1,23.67,1,0,1,1,0,4.44,1,0.149,43.7,MEDIUM
Software Developer,IT,Development Server,2,11.25,0,1,1,0,0,2.4,1,0.759,26.2,LOW
DevOps Engineer,HR,Production Database,4,7.84,0,0,0,0,1,3.85,1,0.833,79.4,HIGH
QA Engineer,Finance,Admin Panel,4,23.84,1,0,0,0,2,6.81,0,0.169,97.8,HIGH
Product Manager,Engineering,Finance System,3,9.81,0,1,1,0,0,3.7,1,0.785,32.3,MEDIUM
Finance Analyst,HR,Development Server,2,18.13,0,1,1,0,0,4.09,1,0.726,24.3,LOW
System Administrator,IT,Production Database,4,8.66,0,1,0,1,0,0.24,1,0.686,29.6,LOW
HR Specialist,Product,Finance System,3,13.62,0,1,1,0,0,4.85,1,0.971,26.9,LOW
DevOps Engineer,Engineering,GitHub Project Alpha,1,16.99,0,1,1,1,1,4.28,1,0.788,12.8,LOW
Product Manager,Engineering,GitHub Project Alpha,1,12.95,0,1,1,1,0,0.55,1,0.651,6.2,LOW
DevOps Engineer,Product,Development Server,2,13.59,0,1,1,0,0,0.5,1,0.941,28.6,LOW
QA Engineer,IT,Development Server,2,23.7,1,0,0,0,4,7.15,1,0.302,98.4,HIGH
Contractor,Product,Finance System,3,17.67,0,1,1,0,1,2.95,1,0.814,40.6,MEDIUM
System Administrator,Product,Production Database,4,21.22,1,1,0,0,0,14.49,1,0.253,99.8,HIGH
System Administrator,HR,Admin Panel,4,8.56,0,1,1,0,0,3.52,1,0.746,34.0,MEDIUM
Finance Analyst,Product,Production Database,4,23.33,1,0,0,0,0,8.82,1,0.092,99.3,HIGH
System Administrator,Finance,Admin Panel,4,21.89,1,0,0,0,4,4.61,1,0.028,100.0,HIGH
Finance Analyst,Product,HR Database,3,10.39,0,1,1,0,1,4.25,1,0.747,40.0,MEDIUM
HR Specialist,Product,Development Server,2,14.75,0,1,1,0,1,3.63,1,0.609,39.7,MEDIUM
DevOps Engineer,Product,HR Database,3,15.9,0,0,0,0,0,4.34,1,0.612,70.3,HIGH
System Administrator,HR,HR Database,3,21.51,1,1,0,1,5,7.15,1,0.359,97.7,HIGH
Finance Analyst,Finance,Finance System,3,4.87,1,0,0,1,1,8.08,1,0.503,89.7,HIGH
DevOps Engineer,Engineering,Development Server,2,22.76,1,0,0,1,2,14.22,1,0.541,100.0,HIGH
Product Manager,IT,Finance System,3,14.08,0,1,1,0,0,0.38,1,0.614,28.9,LOW
Product Manager,Product,Production Database,4,7.66,0,1,1,0,0,2.46,1,0.907,32.9,MEDIUM
DevOps Engineer,IT,Development Server,2,12.89,0,1,1,0,0,3.83,1,0.858,30.2,MEDIUM
Contractor,HR,Project Management System,1,9.42,0,1,1,1,0,0.16,1,0.982,0.0,LOW
HR Specialist,IT,HR Database,3,16.92,0,0,1,0,0,3.03,1,0.94,47.7,MEDIUM
DevOps Engineer,Engineering,GitHub Project Alpha,1,14.42,0,1,1,1,0,2.64,1,0.957,1.3,LOW
QA Engineer,IT,Finance System,3,13.03,0,1,1,0,0,0.16,1,0.758,26.4,LOW
Product Manager,Finance,Development Server,2,15.38,0,1,1,0,1,4.67,0,0.811,49.6,MEDIUM
QA Engineer,IT,Project Management System,1,22.59,1,1,0,1,3,11.49,1,0.424,96.8,HIGH
DevOps Engineer,HR,Admin Panel,4,14.78,0,0,1,0,1,0.28,1,0.725,61.8,MEDIUM
Contractor,Engineering,HR Database,3,16.51,0,1,1,0,0,2.5,1,0.66,32.1,MEDIUM
DevOps Engineer,IT,HR Database,3,15.56,0,1,1,0,0,1.91,1,0.866,27.9,LOW
Finance Analyst,HR,Project Management System,1,7.18,0,1,1,1,0,2.02,1,0.854,7.5,LOW
Software Developer,HR,Development Server,2,8.66,0,1,1,0,1,4.58,1,0.665,39.6,MEDIUM
HR Specialist,HR,Project Management System,1,3.65,1,0,0,1,1,12.74,1,0.561,100.0,HIGH
Contractor,Engineering,Production Database,4,21.05,1,0,1,1,0,8.18,1,0.478,66.2,MEDIUM
QA Engineer,Product,Development Server,2,18.5,0,1,1,0,0,0.97,1,0.732,27.3,LOW
QA Engineer,Product,HR Database,3,8.73,0,1,1,0,0,0.05,1,0.782,32.4,MEDIUM
System Administrator,Product,Production Database,4,8.15,0,1,1,0,0,2.04,1,0.992,33.6,MEDIUM
Contractor,Engineering,Production Database,4,7.09,0,1,1,1,0,2.36,1,0.65,9.9,LOW
HR Specialist,Engineering,HR Database,3,15.49,0,1,1,0,0,4.59,1,0.836,31.9,MEDIUM
QA Engineer,Product,GitHub Project Alpha,1,9.1,0,1,1,1,0,3.3,1,0.752,5.0,LOW
System Administrator,HR,Project Management System,1,15.2,0,1,1,1,0,3.07,1,0.697,8.0,LOW
Finance Analyst,IT,Finance System,3,5.29,1,0,1,0,0,7.33,0,0.001,97.2,HIGH
QA Engineer,Engineering,HR Database,3,3.59,1,0,1,0,2,14.38,1,0.335,100.0,HIGH
QA Engineer,Product,Finance System,3,9.92,0,1,1,0,0,4.09,1,0.768,27.9,LOW
Finance Analyst,IT,Project Management System,1,1.04,1,1,0,1,2,10.81,1,0.086,95.1,HIGH
QA Engineer,Product,Finance System,3,8.91,0,1,1,0,0,0.06,1,0.689,33.2,MEDIUM
Contractor,Finance,Development Server,2,7.17,0,1,1,0,0,0.97,1,0.968,25.4,LOW
Software Developer,IT,Finance System,3,1.83,1,0,1,0,2,9.9,1,0.429,98.3,HIGH
QA Engineer,IT,Project Management System,1,12.19,0,1,1,1,0,3.03,1,0.696,3.6,LOW
DevOps Engineer,Engineering,Production Database,4,15.15,0,1,1,1,0,2.61,1,0.985,7.6,LOW
DevOps Engineer,Product,GitHub Project Alpha,1,22.27,1,1,1,1,1,3.19,1,0.578,31.9,MEDIUM
Contractor,IT,Project Management System,1,2.4,1,0,0,1,4,3.86,1,0.321,98.3,HIGH
QA Engineer,Product,HR Database,3,14.0,0,1,1,0,0,3.17,1,0.669,30.9,MEDIUM
Contractor,Product,Project Management System,1,10.98,0,1,1,1,0,5.0,1,0.908,0.0,LOW
Finance Analyst,Finance,Production Database,4,21.4,1,0,0,0,3,5.57,1,0.455,99.7,HIGH
Product Manager,Product,Admin Panel,4,16.23,0,1,1,0,0,2.63,1,0.999,33.1,MEDIUM
System Administrator,Finance,Finance System,3,8.66,0,1,1,1,1,2.21,1,0.833,13.9,LOW
Product Manager,Product,Production Database,4,10.86,0,1,1,0,0,1.77,1,0.913,28.1,LOW
HR Specialist,Engineering,Development Server,2,9.45,0,1,1,1,1,0.67,1,0.777,16.3,LOW
System Administrator,IT,Project Management System,1,13.93,0,1,0,1,1,1.35,1,0.769,36.1,MEDIUM
System Administrator,Finance,GitHub Project Alpha,1,12.33,0,1,1,0,1,1.2,1,0.807,29.9,LOW
Product Manager,Product,Finance System,3,15.77,0,1,1,0,0,1.57,1,0.625,33.4,MEDIUM
HR Specialist,Engineering,Finance System,3,23.29,1,1,0,0,0,10.69,1,0.328,98.6,HIGH
Product Manager,Finance,Development Server,2,16.97,0,1,1,0,0,0.68,1,0.873,29.3,LOW
Contractor,HR,Production Database,4,21.45,1,0,0,0,4,9.26,1,0.304,100.0,HIGH
QA Engineer,Finance,Production Database,4,14.87,0,1,1,0,0,0.12,1,0.831,33.1,MEDIUM
Contractor,Finance,Finance System,3,21.43,1,0,0,1,5,10.29,1,0.36,98.9,HIGH
Software Developer,Engineering,Project Management System,1,12.62,0,1,1,1,0,4.55,1,0.756,7.8,LOW
Finance Analyst,IT,Project Management System,1,3.74,1,0,0,1,3,10.16,1,0.371,100.0,HIGH
Finance Analyst,Finance,HR Database,3,5.03,1,0,0,0,2,13.22,1,0.35,100.0,HIGH
QA Engineer,Finance,GitHub Project Alpha,1,23.21,1,0,0,0,4,7.81,1,0.068,100.0,HIGH
Contractor,IT,Project Management System,1,13.87,0,1,1,1,0,3.56,0,0.977,16.6,LOW
Finance Analyst,Product,Project Management System,1,8.06,0,1,1,1,0,0.53,1,0.657,7.0,LOW
System Administrator,IT,Development Server,2,0.41,1,1,0,0,4,8.96,1,0.346,96.9,HIGH
System Administrator,HR,HR Database,3,4.34,1,0,0,1,1,4.97,1,0.168,76.4,HIGH
DevOps Engineer,Product,Admin Panel,4,8.48,0,1,1,0,0,4.37,1,0.909,32.1,MEDIUM
Product Manager,Product,GitHub Project Alpha,1,8.32,0,1,1,1,0,0.17,1,0.613,3.6,LOW
Contractor,Product,Admin Panel,4,10.01,0,1,1,0,0,0.42,1,0.658,32.8,MEDIUM
Finance Analyst,HR,Finance System,3,9.61,0,1,1,0,1,1.89,1,0.774,36.1,MEDIUM
QA Engineer,Finance,Admin Panel,4,15.24,0,0,1,0,1,2.63,1,0.8,60.4,MEDIUM
QA Engineer,Product,Admin Panel,4,22.7,1,0,0,0,4,3.56,1,0.422,100.0,HIGH
QA Engineer,HR,Development Server,2,8.02,0,1,1,0,1,3.4,1,0.91,36.4,MEDIUM
HR Specialist,Finance,HR Database,3,16.37,0,1,1,0,0,4.08,1,0.88,25.0,LOW
Software Developer,Engineering,Project Management System,1,0.69,1,0,0,1,4,4.67,1,0.409,97.4,HIGH
DevOps Engineer,IT,GitHub Project Alpha,1,11.41,0,1,1,0,0,4.37,1,0.722,25.4,LOW
Contractor,Engineering,Admin Panel,4,23.96,1,0,0,0,2,13.49,1,0.181,100.0,HIGH
System Administrator,IT,Finance System,3,15.57,0,1,1,0,1,3.66,1,0.645,38.8,MEDIUM
QA Engineer,HR,Admin Panel,4,19.42,0,1,1,0,1,3.28,1,0.704,44.8,MEDIUM
DevOps Engineer,Finance,Production Database,4,8.13,0,1,1,0,0,3.79,1,0.904,29.4,LOW
QA Engineer,Engineering,GitHub Project Alpha,1,21.0,1,1,0,1,1,13.39,0,0.057,96.5,HIGH
Finance Analyst,Product,Production Database,4,7.75,0,1,1,0,0,3.28,1,0.693,31.9,MEDIUM
Software Developer,Product,GitHub Project Alpha,1,9.63,0,0,1,1,0,3.56,1,0.805,28.3,LOW
QA Engineer,HR,Project Management System,1,7.86,0,1,1,1,0,4.07,1,0.833,6.5,LOW
Software Developer,Finance,HR Database,3,13.8,0,1,1,0,0,3.42,1,0.768,29.0,LOW
Finance Analyst,Finance,HR Database,3,8.33,0,1,1,0,0,3.07,1,0.722,28.0,LOW
Finance Analyst,Engineering,GitHub Project Alpha,1,8.82,0,1,1,1,0,0.28,1,0.836,4.6,LOW
Software Developer,Product,Development Server,2,1.46,1,0,1,0,3,5.1,1,0.178,91.4,HIGH
QA Engineer,IT,Development Server,2,3.62,1,1,0,0,4,9.9,1,0.281,99.9,HIGH
Finance Analyst,HR,HR Database,3,3.06,1,1,1,1,2,12.42,1,0.588,71.6,HIGH
QA Engineer,IT,GitHub Project Alpha,1,11.33,0,0,1,0,0,1.25,1,0.905,44.1,MEDIUM
Product Manager,Product,GitHub Project Alpha,1,9.35,0,1,0,1,0,1.65,1,0.664,22.7,LOW
HR Specialist,Product,Admin Panel,4,16.09,0,1,1,0,0,1.96,1,0.967,29.8,LOW
Contractor,Finance,Admin Panel,4,5.6,1,0,1,0,5,11.76,1,0.197,96.9,HIGH
Finance Analyst,Engineering,HR Database,3,9.12,0,1,1,0,1,0.18,1,0.751,37.1,MEDIUM
QA Engineer,HR,Admin Panel,4,12.17,0,1,1,0,0,1.64,1,0.792,33.5,MEDIUM
Contractor,Engineering,HR Database,3,18.51,0,1,1,0,0,0.14,1,0.791,28.3,LOW
System Administrator,Product,Finance System,3,8.44,0,1,1,0,0,4.71,1,0.949,30.0,LOW
Product Manager,IT,HR Database,3,9.58,0,1,1,0,1,3.74,1,0.64,35.6,MEDIUM
DevOps Engineer,HR,GitHub Project Alpha,1,7.5,0,1,0,0,0,2.9,1,0.735,41.6,MEDIUM
Finance Analyst,Finance,GitHub Project Alpha,1,13.42,0,1,1,0,1,3.5,1,0.699,36.1,MEDIUM
Product Manager,Product,Finance System,3,7.31,0,1,1,0,0,2.09,1,0.772,28.4,LOW
System Administrator,Product,Development Server,2,22.59,1,0,0,0,2,13.91,1,0.454,96.2,HIGH
Product Manager,Finance,Development Server,2,18.73,0,1,1,0,0,0.28,1,0.679,25.6,LOW
HR Specialist,IT,Project Management System,1,9.45,0,1,1,1,0,3.13,1,0.692,1.8,LOW
HR Specialist,Engineering,Production Database,4,11.68,0,1,1,1,0,1.82,1,0.938,10.8,LOW
HR Specialist,HR,HR Database,3,16.93,0,1,1,1,0,2.44,1,0.63,13.7,LOW
Product Manager,Product,Development Server,2,17.38,0,1,1,0,0,2.71,1,0.952,22.7,LOW
Finance Analyst,HR,Project Management System,1,15.57,0,1,1,1,0,2.64,1,0.992,0.0,LOW
Finance Analyst,Finance,GitHub Project Alpha,1,1.35,1,1,0,0,3,9.7,0,0.099,97.9,HIGH
Product Manager,Product,HR Database,3,12.84,0,1,0,0,0,0.67,1,0.805,47.3,MEDIUM
Contractor,Product,HR Database,3,14.39,0,0,1,0,0,2.46,1,0.941,48.6,MEDIUM
Software Developer,Finance,Project Management System,1,11.72,0,0,1,1,0,3.74,1,0.954,24.8,LOW
