role,department,employment_type,resource,dept_matches_resource,role_eligible_for_critical,resource_sensitivity,has_relevant_cert,project_assigned,employment_is_contractor,employment_is_intern,contract_duration_days,previously_approved_similar,label
Finance Analyst,Engineering,Employee,Production Database,1,0,4,1,1,0,0,14,0,DENY
Finance Analyst,Finance,Intern,Development Server,0,1,2,1,1,0,1,365,0,DENY
System Administrator,Finance,Intern,Development Server,0,1,2,1,0,0,1,7,0,DENY
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,90,0,DENY
HR Specialist,Finance,Employee,Production Database,0,0,4,1,0,0,0,7,0,DENY
DevOps Engineer,IT,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,180,0,DENY
Finance Analyst,IT,Employee,HR Database,0,1,3,0,1,0,0,7,0,DENY
Finance Analyst,Finance,Intern,GitHub Project Alpha,0,1,1,0,0,0,1,14,0,DENY
Software Developer,Finance,Employee,Production Database,0,0,4,1,1,0,0,30,0,DENY
Finance Analyst,Engineering,Intern,Admin Panel,0,0,4,1,0,0,1,30,1,DENY
Contractor,Product,Intern,Admin Panel,0,0,4,0,1,0,1,365,1,DENY
HR Specialist,Product,Employee,Finance System,0,1,3,1,0,0,0,14,0,DENY
Contractor,Finance,Employee,Development Server,0,1,2,0,0,0,0,14,1,DENY
DevOps Engineer,HR,Intern,Project Management System,1,1,1,1,1,0,1,60,1,ALLOW
Product Manager,Product,Employee,Development Server,0,1,2,1,0,0,0,14,0,DENY
QA Engineer,IT,Employee,Development Server,0,1,2,1,0,0,0,7,0,DENY
Product Manager,Product,Intern,GitHub Project Alpha,1,1,1,0,1,0,1,14,1,ALLOW
System Administrator,IT,Intern,HR Database,0,1,3,0,1,0,1,7,0,DENY
System Administrator,Product,Contractor,Development Server,0,1,2,0,1,1,0,14,0,DENY
Contractor,HR,Contractor,Finance System,0,1,3,1,1,1,0,365,0,DENY
Finance Analyst,IT,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,7,0,DENY
System Administrator,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,180,0,DENY
Product Manager,IT,Contractor,Admin Panel,1,0,4,0,0,1,0,60,1,DENY
HR Specialist,HR,Contractor,HR Database,1,1,3,0,1,1,0,7,1,ALLOW
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,14,0,DENY
QA Engineer,Finance,Contractor,HR Database,0,1,3,1,0,1,0,7,1,DENY
QA Engineer,Engineering,Employee,Admin Panel,0,0,4,1,0,0,0,180,0,DENY
System Administrator,IT,Intern,Finance System,0,1,3,0,1,0,1,7,0,DENY
Software Developer,Product,Employee,HR Database,0,1,3,1,1,0,0,30,0,DENY
HR Specialist,HR,Intern,Production Database,0,0,4,1,1,0,1,60,0,DENY
Contractor,Product,Contractor,Project Management System,1,1,1,0,1,1,0,90,0,ALLOW
Product Manager,HR,Employee,Production Database,0,0,4,0,1,0,0,365,0,DENY
Contractor,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,7,1,ALLOW
Product Manager,Engineering,Employee,Production Database,1,0,4,0,0,0,0,60,0,DENY
Contractor,Finance,Intern,Production Database,0,0,4,0,1,0,1,60,0,DENY
Finance Analyst,IT,Employee,Finance System,0,1,3,1,0,0,0,180,0,DENY
Software Developer,Engineering,Employee,Finance System,0,1,3,1,0,0,0,180,0,DENY
DevOps Engineer,Product,Contractor,Development Server,0,1,2,0,1,1,0,60,0,DENY
QA Engineer,Finance,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,180,0,DENY
QA Engineer,HR,Intern,Finance System,0,1,3,1,0,0,1,60,0,DENY
HR Specialist,Engineering,Employee,Admin Panel,0,0,4,1,1,0,0,90,0,DENY
System Administrator,IT,Employee,Production Database,1,1,4,0,0,0,0,14,0,REVIEW
Finance Analyst,IT,Intern,Project Management System,1,1,1,1,1,0,1,60,0,ALLOW
Product Manager,Product,Intern,Development Server,0,1,2,1,1,0,1,30,0,DENY
System Administrator,Engineering,Intern,Production Database,1,1,4,1,1,0,1,180,0,REVIEW
Software Developer,IT,Intern,Project Management System,1,1,1,1,1,0,1,365,1,ALLOW
Contractor,Engineering,Intern,Admin Panel,0,0,4,0,1,0,1,14,0,DENY
QA Engineer,Finance,Contractor,Finance System,1,1,3,0,0,1,0,90,0,REVIEW
Contractor,IT,Intern,Development Server,0,1,2,0,1,0,1,30,0,DENY
Product Manager,Engineering,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
QA Engineer,IT,Employee,Development Server,0,1,2,0,0,0,0,7,0,DENY
HR Specialist,Product,Intern,Production Database,0,0,4,0,0,0,1,7,0,DENY
DevOps Engineer,Finance,Contractor,Finance System,1,1,3,1,1,1,0,7,1,ALLOW
QA Engineer,Finance,Employee,Development Server,0,1,2,0,1,0,0,14,0,DENY
QA Engineer,Finance,Employee,Development Server,0,1,2,0,0,0,0,30,1,DENY
Software Developer,Finance,Contractor,GitHub Project Alpha,0,1,1,0,0,1,0,7,0,DENY
System Administrator,HR,Contractor,Production Database,0,1,4,0,1,1,0,90,0,DENY
Software Developer,Finance,Intern,Finance System,1,1,3,0,1,0,1,30,0,REVIEW
QA Engineer,HR,Contractor,HR Database,1,1,3,1,0,1,0,30,0,REVIEW
Finance Analyst,HR,Intern,Development Server,0,1,2,0,1,0,1,30,0,DENY
System Administrator,Finance,Intern,Admin Panel,0,1,4,1,1,0,1,180,0,DENY
Finance Analyst,IT,Intern,HR Database,0,1,3,0,0,0,1,30,0,DENY
System Administrator,Finance,Intern,Admin Panel,0,1,4,1,1,0,1,30,0,DENY
DevOps Engineer,IT,Employee,Project Management System,1,1,1,0,0,0,0,180,0,ALLOW
Finance Analyst,Finance,Contractor,Production Database,0,0,4,0,1,1,0,365,0,DENY
System Administrator,Engineering,Contractor,Finance System,0,1,3,1,0,1,0,7,0,DENY
DevOps Engineer,IT,Employee,Development Server,0,1,2,0,0,0,0,90,1,DENY
Software Developer,HR,Employee,Project Management System,1,1,1,1,0,0,0,14,1,ALLOW
Finance Analyst,Finance,Employee,Admin Panel,0,0,4,1,0,0,0,7,0,DENY
QA Engineer,Engineering,Intern,Project Management System,1,1,1,0,1,0,1,60,0,ALLOW
Contractor,Product,Intern,Admin Panel,0,0,4,1,1,0,1,365,1,DENY
Finance Analyst,Engineering,Contractor,GitHub Project Alpha,1,1,1,1,1,1,0,180,1,ALLOW
QA Engineer,IT,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,14,0,DENY
Product Manager,HR,Employee,Admin Panel,0,0,4,0,0,0,0,60,0,DENY
HR Specialist,Engineering,Contractor,Production Database,1,0,4,0,1,1,0,7,0,DENY
QA Engineer,IT,Employee,Development Server,0,1,2,0,1,0,0,180,0,DENY
Finance Analyst,HR,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,180,0,DENY
Software Developer,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,14,0,DENY
HR Specialist,Finance,Employee,HR Database,0,1,3,0,1,0,0,60,0,DENY
HR Specialist,IT,Intern,Finance System,0,1,3,1,1,0,1,14,0,DENY
QA Engineer,Engineering,Employee,Development Server,1,1,2,1,1,0,0,30,0,ALLOW
HR Specialist,IT,Contractor,Development Server,0,1,2,0,1,1,0,60,0,DENY
System Administrator,HR,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,60,0,DENY
Finance Analyst,Engineering,Intern,HR Database,0,1,3,1,1,0,1,180,0,DENY
Product Manager,Product,Employee,Finance System,0,1,3,1,1,0,0,180,1,DENY
QA Engineer,HR,Intern,Production Database,0,0,4,1,0,0,1,90,1,DENY
Software Developer,HR,Intern,GitHub Project Alpha,0,1,1,1,1,0,1,7,0,DENY
Software Developer,Engineering,Contractor,Finance System,0,1,3,0,0,1,0,365,0,DENY
System Administrator,Engineering,Employee,Production Database,1,1,4,1,1,0,0,14,0,ALLOW
QA Engineer,HR,Employee,Admin Panel,0,0,4,0,1,0,0,90,0,DENY
Contractor,Product,Contractor,HR Database,0,1,3,0,1,1,0,365,1,DENY
Product Manager,HR,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,365,1,DENY
System Administrator,IT,Employee,Production Database,1,1,4,1,1,0,0,180,1,ALLOW
DevOps Engineer,IT,Intern,HR Database,0,1,3,1,1,0,1,30,0,DENY
Finance Analyst,IT,Contractor,Development Server,0,1,2,0,0,1,0,14,0,DENY
HR Specialist,Finance,Intern,Project Management System,1,1,1,1,0,0,1,30,1,REVIEW
Product Manager,Product,Employee,GitHub Project Alpha,1,1,1,0,0,0,0,180,0,ALLOW
DevOps Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,0,1,0,0,90,0,DENY
QA Engineer,Engineering,Employee,Admin Panel,0,0,4,0,0,0,0,7,1,DENY
System Administrator,Engineering,Employee,Production Database,1,1,4,0,1,0,0,90,0,REVIEW
Product Manager,IT,Intern,HR Database,0,1,3,0,1,0,1,7,0,DENY
System Administrator,Engineering,Intern,Admin Panel,0,1,4,1,1,0,1,180,0,DENY
Product Manager,IT,Contractor,Project Management System,1,1,1,1,0,1,0,7,1,ALLOW
Software Developer,IT,Intern,Project Management System,1,1,1,1,0,0,1,365,0,REVIEW
HR Specialist,Product,Employee,Finance System,0,1,3,1,0,0,0,60,0,DENY
HR Specialist,HR,Intern,Development Server,0,1,2,1,0,0,1,7,0,DENY
Software Developer,HR,Intern,HR Database,1,1,3,0,0,0,1,14,1,REVIEW
System Administrator,Engineering,Employee,Development Server,1,1,2,0,1,0,0,14,1,ALLOW
Contractor,IT,Contractor,Production Database,1,0,4,1,0,1,0,14,0,DENY
Software Developer,IT,Employee,HR Database,0,1,3,1,1,0,0,30,0,DENY
System Administrator,IT,Contractor,Production Database,1,1,4,0,0,1,0,30,0,REVIEW
DevOps Engineer,IT,Contractor,Development Server,0,1,2,0,1,1,0,7,0,DENY
DevOps Engineer,Finance,Contractor,Project Management System,1,1,1,1,1,1,0,7,0,ALLOW
Contractor,IT,Contractor,Development Server,0,1,2,0,0,1,0,365,1,DENY
Contractor,HR,Intern,Admin Panel,0,0,4,0,1,0,1,60,0,DENY
Finance Analyst,Product,Intern,Project Management System,1,1,1,0,0,0,1,60,0,REVIEW
Software Developer,IT,Contractor,Production Database,1,0,4,1,1,1,0,180,0,DENY
QA Engineer,Engineering,Contractor,Admin Panel,0,0,4,1,0,1,0,180,1,DENY
Product Manager,Engineering,Employee,Development Server,1,1,2,0,0,0,0,30,1,ALLOW
Product Manager,IT,Contractor,Project Management System,1,1,1,0,0,1,0,30,1,ALLOW
HR Specialist,IT,Intern,HR Database,0,1,3,0,1,0,1,14,0,DENY
Finance Analyst,Finance,Contractor,Admin Panel,0,0,4,0,0,1,0,90,0,DENY
DevOps Engineer,Product,Contractor,Production Database,0,1,4,0,1,1,0,90,1,DENY
Finance Analyst,Finance,Contractor,Finance System,1,1,3,0,0,1,0,365,0,REVIEW
Contractor,Engineering,Employee,Production Database,1,0,4,1,1,0,0,60,0,DENY
Finance Analyst,IT,Intern,Project Management System,1,1,1,1,1,0,1,180,0,ALLOW
HR Specialist,HR,Contractor,Admin Panel,0,0,4,1,1,1,0,365,0,DENY
DevOps Engineer,IT,Employee,HR Database,0,1,3,1,0,0,0,365,1,DENY
Finance Analyst,Finance,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,30,0,DENY
HR Specialist,IT,Contractor,Finance System,0,1,3,1,0,1,0,14,0,DENY
QA Engineer,HR,Contractor,Finance System,0,1,3,1,1,1,0,60,1,DENY
Contractor,Product,Contractor,HR Database,0,1,3,1,0,1,0,14,0,DENY
Contractor,Finance,Contractor,Admin Panel,0,0,4,0,1,1,0,365,0,DENY
DevOps Engineer,IT,Contractor,GitHub Project Alpha,0,1,1,1,0,1,0,14,0,DENY
System Administrator,Engineering,Contractor,Admin Panel,0,1,4,0,1,1,0,14,0,DENY
Software Developer,Engineering,Intern,Project Management System,1,1,1,1,1,0,1,180,1,ALLOW
QA Engineer,Product,Contractor,HR Database,0,1,3,0,0,1,0,365,0,DENY
DevOps Engineer,IT,Intern,Production Database,1,1,4,0,0,0,1,90,1,REVIEW
Contractor,IT,Intern,Development Server,0,1,2,0,0,0,1,30,0,DENY
QA Engineer,IT,Contractor,Production Database,1,0,4,0,0,1,0,30,0,DENY
DevOps Engineer,IT,Employee,Development Server,0,1,2,1,0,0,0,365,1,DENY
Finance Analyst,Product,Contractor,Finance System,0,1,3,1,1,1,0,90,1,DENY
HR Specialist,IT,Contractor,HR Database,0,1,3,1,1,1,0,7,1,DENY
QA Engineer,Finance,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,14,0,DENY
DevOps Engineer,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,7,0,DENY
Product Manager,HR,Contractor,Development Server,0,1,2,0,0,1,0,90,0,DENY
Finance Analyst,HR,Employee,Production Database,0,0,4,1,1,0,0,365,1,DENY
Contractor,Product,Employee,GitHub Project Alpha,1,1,1,0,0,0,0,7,0,ALLOW
System Administrator,HR,Contractor,Admin Panel,0,1,4,0,0,1,0,365,1,DENY
DevOps Engineer,HR,Employee,Finance System,0,1,3,0,1,0,0,60,0,DENY
DevOps Engineer,HR,Intern,Admin Panel,0,0,4,1,0,0,1,30,0,DENY
Contractor,IT,Contractor,Finance System,0,1,3,0,1,1,0,7,0,DENY
System Administrator,Finance,Contractor,Admin Panel,0,1,4,1,1,1,0,7,1,DENY
QA Engineer,Engineering,Employee,GitHub Project Alpha,1,1,1,1,1,0,0,90,1,ALLOW
Finance Analyst,HR,Intern,Development Server,0,1,2,0,0,0,1,7,0,DENY
DevOps Engineer,Product,Contractor,Finance System,0,1,3,0,1,1,0,14,1,DENY
Software Developer,Finance,Contractor,HR Database,0,1,3,0,0,1,0,90,0,DENY
Finance Analyst,Finance,Employee,Finance System,1,1,3,1,0,0,0,7,1,ALLOW
Software Developer,IT,Employee,Development Server,0,1,2,0,1,0,0,90,0,DENY
Product Manager,IT,Intern,Finance System,0,1,3,0,0,0,1,90,0,DENY
HR Specialist,HR,Contractor,Development Server,0,1,2,1,0,1,0,180,1,DENY
Finance Analyst,Finance,Intern,Production Database,0,0,4,1,1,0,1,30,1,DENY
HR Specialist,Product,Contractor,Finance System,0,1,3,1,1,1,0,14,0,DENY
HR Specialist,HR,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,7,0,DENY
Product Manager,Engineering,Employee,Production Database,1,0,4,0,1,0,0,180,1,DENY
DevOps Engineer,Product,Contractor,Development Server,0,1,2,0,1,1,0,90,0,DENY
System Administrator,Finance,Contractor,Project Management System,1,1,1,1,0,1,0,90,0,ALLOW
QA Engineer,Finance,Employee,Development Server,0,1,2,1,1,0,0,7,0,DENY
Product Manager,Product,Intern,HR Database,0,1,3,1,1,0,1,90,1,DENY
Software Developer,Engineering,Employee,HR Database,0,1,3,1,1,0,0,14,0,DENY
DevOps Engineer,Engineering,Employee,Production Database,1,1,4,1,1,0,0,14,1,ALLOW
HR Specialist,Product,Contractor,HR Database,0,1,3,1,0,1,0,180,1,DENY
System Administrator,Finance,Employee,Production Database,0,1,4,1,1,0,0,180,0,DENY
System Administrator,HR,Employee,Production Database,0,1,4,0,1,0,0,14,0,DENY
Software Developer,Finance,Intern,HR Database,0,1,3,1,1,0,1,90,1,DENY
Finance Analyst,Engineering,Contractor,Production Database,1,0,4,0,0,1,0,7,0,DENY
Software Developer,HR,Intern,Project Management System,1,1,1,0,1,0,1,7,0,ALLOW
System Administrator,Product,Employee,HR Database,0,1,3,1,0,0,0,90,1,DENY
System Administrator,IT,Intern,Admin Panel,1,1,4,0,0,0,1,14,0,REVIEW
Product Manager,Product,Contractor,Production Database,0,0,4,1,1,1,0,90,0,DENY
Finance Analyst,Product,Contractor,Finance System,0,1,3,1,1,1,0,365,0,DENY
QA Engineer,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,30,1,REVIEW
System Administrator,Finance,Contractor,Finance System,1,1,3,1,0,1,0,14,0,REVIEW
QA Engineer,Finance,Intern,Production Database,0,0,4,0,1,0,1,90,0,DENY
Contractor,Product,Intern,Development Server,0,1,2,1,1,0,1,90,0,DENY
Contractor,Engineering,Contractor,HR Database,0,1,3,0,1,1,0,90,1,DENY
DevOps Engineer,IT,Contractor,Production Database,1,1,4,0,0,1,0,14,0,REVIEW
HR Specialist,Engineering,Employee,Production Database,1,0,4,0,1,0,0,60,1,DENY
Software Developer,Finance,Contractor,HR Database,0,1,3,1,0,1,0,30,0,DENY
Software Developer,Finance,Intern,Development Server,0,1,2,1,0,0,1,14,1,DENY
Contractor,IT,Intern,Admin Panel,1,0,4,0,0,0,1,60,0,DENY
System Administrator,IT,Intern,GitHub Project Alpha,0,1,1,0,1,0,1,90,1,DENY
QA Engineer,Product,Contractor,GitHub Project Alpha,1,1,1,0,0,1,0,30,0,ALLOW
DevOps Engineer,Product,Employee,HR Database,0,1,3,0,1,0,0,30,0,DENY
Finance Analyst,Finance,Employee,Development Server,0,1,2,0,0,0,0,365,0,DENY
HR Specialist,Product,Employee,HR Database,0,1,3,0,1,0,0,30,1,DENY
System Administrator,Engineering,Intern,Development Server,1,1,2,1,1,0,1,365,0,ALLOW
QA Engineer,Engineering,Employee,Admin Panel,0,0,4,0,1,0,0,7,0,DENY
Finance Analyst,IT,Contractor,Finance System,0,1,3,0,1,1,0,30,1,DENY
Software Developer,IT,Intern,Finance System,0,1,3,0,0,0,1,7,0,DENY
Product Manager,Product,Contractor,HR Database,0,1,3,0,0,1,0,14,1,DENY
QA Engineer,Engineering,Contractor,Development Server,1,1,2,0,0,1,0,60,0,REVIEW
DevOps Engineer,IT,Contractor,Admin Panel,1,0,4,0,0,1,0,60,1,DENY
Contractor,Product,Employee,HR Database,0,1,3,0,1,0,0,180,0,DENY
Contractor,HR,Intern,Finance System,0,1,3,0,1,0,1,14,0,DENY
HR Specialist,IT,Employee,Finance System,0,1,3,1,1,0,0,7,0,DENY
HR Specialist,IT,Contractor,Project Management System,1,1,1,1,1,1,0,90,1,ALLOW
Product Manager,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,14,0,DENY
Contractor,Engineering,Intern,GitHub Project Alpha,1,1,1,1,1,0,1,7,0,ALLOW
HR Specialist,Finance,Intern,Project Management System,1,1,1,0,1,0,1,90,0,ALLOW
Finance Analyst,Engineering,Intern,Project Management System,1,1,1,1,1,0,1,14,0,ALLOW
Product Manager,Finance,Intern,GitHub Project Alpha,0,1,1,1,0,0,1,30,0,DENY
System Administrator,Finance,Intern,HR Database,0,1,3,0,1,0,1,30,1,DENY
QA Engineer,IT,Employee,Development Server,0,1,2,0,0,0,0,180,1,DENY
System Administrator,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,30,0,DENY
Product Manager,Finance,Contractor,Finance System,1,1,3,0,0,1,0,365,0,REVIEW
Software Developer,Product,Intern,Development Server,0,1,2,1,1,0,1,7,1,DENY
QA Engineer,IT,Employee,Project Management System,1,1,1,1,1,0,0,30,0,ALLOW
HR Specialist,Engineering,Contractor,Finance System,0,1,3,0,1,1,0,30,1,DENY
Finance Analyst,IT,Employee,Production Database,1,0,4,1,1,0,0,14,0,DENY
QA Engineer,Product,Employee,Development Server,0,1,2,1,1,0,0,365,0,DENY
HR Specialist,Product,Intern,HR Database,0,1,3,0,0,0,1,30,0,DENY
Software Developer,IT,Intern,Project Management System,1,1,1,0,1,0,1,365,0,ALLOW
QA Engineer,IT,Contractor,GitHub Project Alpha,0,1,1,1,1,1,0,90,0,DENY
HR Specialist,HR,Intern,Finance System,0,1,3,0,0,0,1,14,1,DENY
Product Manager,HR,Employee,Project Management System,1,1,1,0,1,0,0,180,0,ALLOW
Software Developer,Finance,Contractor,Production Database,0,0,4,0,1,1,0,7,0,DENY
System Administrator,Engineering,Intern,Admin Panel,0,1,4,0,1,0,1,14,0,DENY
Contractor,HR,Contractor,Admin Panel,0,0,4,1,1,1,0,180,0,DENY
Finance Analyst,Engineering,Employee,Project Management System,1,1,1,1,1,0,0,365,0,ALLOW
QA Engineer,HR,Contractor,HR Database,1,1,3,0,1,1,0,60,0,REVIEW
Contractor,Product,Intern,Production Database,0,0,4,0,0,0,1,365,0,DENY
QA Engineer,Finance,Contractor,GitHub Project Alpha,0,1,1,0,1,1,0,7,1,DENY
HR Specialist,Product,Employee,Finance System,0,1,3,1,1,0,0,14,0,DENY
Product Manager,Finance,Employee,HR Database,0,1,3,1,1,0,0,90,1,DENY
HR Specialist,IT,Intern,HR Database,0,1,3,0,1,0,1,180,0,DENY
HR Specialist,Engineering,Contractor,Finance System,0,1,3,1,0,1,0,60,0,DENY
HR Specialist,Engineering,Contractor,Project Management System,1,1,1,0,0,1,0,365,0,ALLOW
Software Developer,IT,Employee,HR Database,0,1,3,1,0,0,0,180,1,DENY
QA Engineer,Engineering,Employee,GitHub Project Alpha,1,1,1,0,1,0,0,30,0,ALLOW
QA Engineer,IT,Contractor,Project Management System,1,1,1,1,0,1,0,180,0,ALLOW
DevOps Engineer,IT,Intern,HR Database,0,1,3,1,1,0,1,180,1,DENY
QA Engineer,Finance,Employee,Production Database,0,0,4,0,0,0,0,30,0,DENY
Software Developer,HR,Contractor,HR Database,1,1,3,1,0,1,0,7,1,ALLOW
Contractor,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,7,0,REVIEW
Software Developer,Finance,Intern,Admin Panel,0,0,4,0,1,0,1,90,1,DENY
Finance Analyst,HR,Employee,HR Database,1,1,3,0,0,0,0,30,0,REVIEW
Software Developer,IT,Contractor,Admin Panel,1,0,4,1,0,1,0,90,1,DENY
Product Manager,HR,Employee,Project Management System,1,1,1,1,1,0,0,365,0,ALLOW
QA Engineer,IT,Contractor,Finance System,0,1,3,0,0,1,0,30,1,DENY
Finance Analyst,Engineering,Employee,Production Database,1,0,4,0,1,0,0,7,0,DENY
HR Specialist,Finance,Contractor,Production Database,0,0,4,1,0,1,0,60,1,DENY
Product Manager,Finance,Contractor,Development Server,0,1,2,0,1,1,0,60,0,DENY
Finance Analyst,Product,Employee,Project Management System,1,1,1,0,0,0,0,14,0,ALLOW
Software Developer,Finance,Employee,Finance System,1,1,3,1,0,0,0,180,1,ALLOW
HR Specialist,HR,Employee,Finance System,0,1,3,1,0,0,0,60,1,DENY
Software Developer,Finance,Intern,Finance System,1,1,3,1,1,0,1,180,0,REVIEW
Contractor,Engineering,Contractor,Admin Panel,0,0,4,1,0,1,0,7,0,DENY
Contractor,IT,Employee,Project Management System,1,1,1,0,0,0,0,14,0,ALLOW
DevOps Engineer,HR,Contractor,HR Database,1,1,3,0,0,1,0,30,1,ALLOW
System Administrator,Product,Contractor,Development Server,0,1,2,1,1,1,0,30,0,DENY
Finance Analyst,Engineering,Intern,Project Management System,1,1,1,0,0,0,1,180,0,REVIEW
System Administrator,Engineering,Contractor,Development Server,1,1,2,1,0,1,0,90,0,REVIEW
HR Specialist,HR,Contractor,Production Database,0,0,4,0,1,1,0,60,0,DENY
QA Engineer,Engineering,Employee,Development Server,1,1,2,1,1,0,0,90,0,ALLOW
HR Specialist,Finance,Contractor,HR Database,0,1,3,1,1,1,0,365,0,DENY
Contractor,IT,Contractor,Production Database,1,0,4,1,1,1,0,30,0,DENY
Contractor,HR,Employee,GitHub Project Alpha,0,1,1,1,1,0,0,14,1,DENY
DevOps Engineer,HR,Contractor,Admin Panel,0,0,4,0,1,1,0,30,1,DENY
DevOps Engineer,Finance,Intern,Admin Panel,0,0,4,0,0,0,1,30,1,DENY
Software Developer,HR,Contractor,Development Server,0,1,2,0,1,1,0,30,0,DENY
HR Specialist,Product,Employee,HR Database,0,1,3,1,0,0,0,14,1,DENY
QA Engineer,HR,Employee,Production Database,0,0,4,0,1,0,0,90,0,DENY
Finance Analyst,Product,Employee,Production Database,0,0,4,0,0,0,0,7,0,DENY
Software Developer,Finance,Employee,Production Database,0,0,4,0,0,0,0,90,0,DENY
QA Engineer,Finance,Intern,Admin Panel,0,0,4,1,1,0,1,180,0,DENY
Software Developer,Product,Intern,Finance System,0,1,3,0,1,0,1,180,0,DENY
Finance Analyst,Finance,Employee,Admin Panel,0,0,4,1,1,0,0,180,0,DENY
DevOps Engineer,Product,Contractor,Production Database,0,1,4,0,0,1,0,365,1,DENY
Product Manager,HR,Employee,Development Server,0,1,2,1,1,0,0,365,0,DENY
Software Developer,Product,Employee,Project Management System,1,1,1,0,0,0,0,14,1,ALLOW
HR Specialist,HR,Employee,Development Server,0,1,2,0,1,0,0,90,1,DENY
HR Specialist,Product,Intern,Finance System,0,1,3,1,0,0,1,14,0,DENY
Contractor,Product,Intern,Finance System,0,1,3,0,1,0,1,7,0,DENY
QA Engineer,Product,Intern,Project Management System,1,1,1,1,1,0,1,365,0,ALLOW
Finance Analyst,Product,Contractor,Production Database,0,0,4,1,0,1,0,90,0,DENY
Software Developer,Finance,Contractor,Development Server,0,1,2,0,1,1,0,90,0,DENY
Software Developer,HR,Contractor,Finance System,0,1,3,1,1,1,0,180,0,DENY
Product Manager,IT,Employee,Project Management System,1,1,1,1,1,0,0,90,0,ALLOW
Product Manager,Product,Employee,Development Server,0,1,2,0,1,0,0,365,0,DENY
Finance Analyst,IT,Intern,HR Database,0,1,3,1,0,0,1,60,0,DENY
Product Manager,Product,Intern,Development Server,0,1,2,1,0,0,1,30,1,DENY
System Administrator,Product,Contractor,Finance System,0,1,3,0,0,1,0,14,0,DENY
Product Manager,IT,Employee,Production Database,1,0,4,0,0,0,0,365,0,DENY
